il.,No. Daftar,No. Lesen,Nama Pemegang Lesen,Nama Premis,Alamat Premis,Tarikh Lesen Dikeluarkan,Tarikh Kuatkuasa Lesen,Tarikh Luput Lesen,Tarikh Pembatalan lesen,Jenis Perniagaan
4775,QA0123/2021,22052,LIEW LOK YI,JOM PHARMACY (SERIAN) SDN BHD [JOM PHARMACY],"Ground Floor, Lot No. 4, Sublot 113, Serian Piazza,Jalan Datuk Michael Ben,94700,Serian,Serian,Sarawak",4/11/2020,1/1/2021,31/12/2021,,Runcit
4776,QA0124/2021,22054,ANNIE LEE,JOM PHARMACY SDN BHD [JOM PHARMACY],"G23 & G24, Emart Tabuan Jaya, No. 1, Tabuan Tranquility Commercial Centre,Jalan Canna,93350,Kuching,Kuching,Sarawak",5/11/2020,1/1/2021,31/12/2021,,Runcit
4777,QA0125/2021,22055,ZAKIAH BINTI DRAHMAN,SETIARAJA PHARMACY,"Sublot 44, Ground Floor & 1st Floor,Medan Setia Raja,96400,Mukah,Mukah,Sarawak",5/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4778,QA0126/2021,22056,LEE NING,WATSON'S PERSONAL CARE STORES SDN BHD [WATSON],"The Spring, Lot G38, G39 & G39A, Ground Floor, The Spring Shopping Mall,Jalan Simpang Tiga,93300,Kuching,Kuching,Sarawak",5/11/2020,1/1/2021,31/12/2021,,Runcit
4779,QA0127/2021,22057,HII WIN NIE,BINTULU SPECIALIST HOSPITAL SDN BHD [BINTULU MEDICAL CENTRE],"Lot 6009, Block 31,Kemena Land District,97000,Bintulu,Bintulu,Sarawak",5/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4780,QA0128/2021,22058,TAN SHI THENG,Y.S.P. INDUSTRIES (M) SDN BHD,"No. 66, Taman Pok Ai, Persiaran Rainbow,Jalan Tun Ahmad Zaidi Adruce,93150,Kuching,Kuching,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Borong
4781,QA0129/2021,22059,KOK MIAW JIN,YEUNG LOK ENTERPRISE SDN BHD,"Lot 331, Block 10, 20 1/2 Mile, Beratok,Jalan Kuching-Serian,94200,Kuching,Kuching,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4782,QA0130/2021,22060,MOHAMAD AZREE BIN JAWAWI,WIJA PHARMA SDN BHD [WIJA PHARMACY],"No. 19, Ground Floor, Kubah Ria Complex,Petra Jaya,93050,Kuching,Kuching,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4783,QA0131/2021,22061,DAYANG NORFAZILAH AWANG ZAIDIL,PHARMANIAGA LOGISTICS SDN BHD,"Lot 1024, Block 7, Demak Laut Industrial Park,Muara Tebas Land District,93050,Kuching,Kuching,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Borong
4784,QA0132/2021,22062,MUHAMMAD AZLAN BIN HASNAN,WIJA PHARMA SDN BHD [WIJA PHARMACY],"G-28, Ground Floor, Mydin Petra Jaya, Lot 4871, Block No.18, Salak Land District, Jalan Demak,Petra Jaya,93050,Kuching,Kuching,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Runcit
4785,QA0133/2021,22063,LAU YI FANG,J.S. PHARMA CONCEPT SDN BHD,"Ground Floor & 1st Floor, Lot 9633, Section 64, KTLD,Jalan Pending,93450,Kuching,Kuching,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Borong
4786,QA0134/2021,22064,LIM CHIN TEIK,TRUEPEACE SDN BHD [COLUMBIA ASIA HOSPITAL],"Lot 3582, Blok 26, Kemena Land District, Tanjung Kidurong,Jalan Tan Sri Ikhwan,97000,Bintulu,Bintulu,Sarawak",6/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4787,QA0135/2021,22065,LING SIN MING,B.Y. CHAN PHARMACY SDN BHD,"63,Channel Road,96000,Sibu,Sibu,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Runcit
4788,QA0136/2021,22066,LAU HUI MING,MEDICAL SUPPLIES (SARAWAK) SDN BHD,"No. 50, Lot 6421, First Floor, Block 225, KNLD (Sublot 49), Pusat Komersil Emart Batu Kawa,Jalan Batu Kawa,93250,Kuching,Kuching,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Borong
4789,QA0137/2021,22067,LIU TOH SHIN,ORIENTAL PHARMACY,"69,India Street,93000,Kuching,Kuching,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Runcit
4790,QA0138/2021,22068,SOON CHANG LUM,PROVIDA SDN BHD [PROVIDA PHARMACY],"166, Ground Floor, Hui Sing Commercial Centre,,Hui Sing Garden,93350,Kuching,Kuching,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Runcit
4791,QA0139/2021,22070,CHIENG MING KAI,TRINITY PHARMACY,"No. 83, Ground Floor,Lundu Bazaar,94500,Lundu,Kuching,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4792,QA0140/2021,22071,LING DIAN YING,DY LING PHARMACY SDN BHD,"No. 22B,Jalan Abdul Rahman,96100,Sarikei,Sarikei,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Runcit
4793,QA0141/2021,22072,LIU BE HWAI,JOY & HEALTH PHARMACY SDN BHD,"Lot 1, No. 10, Ground Floor, Sing Kwong Shopping Complex, Lot 351, Block 18, Seduan Land District,Jalan Salim,96000,Sibu,Sibu,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4794,QA0142/2021,22073,SHARON TING SING EE,PEACE & HEALTH PHARMACY SDN BHD,"Lot 1-11A, Star Mega Mall,Tunku Abdul Rahman Road,96000,Sibu,Sibu,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4795,QA0143/2021,22074,WONG KING WEI,630 PHARMACY,"Lot 7988,Pusat bandar Baru Permyjaya,98017,Miri,Miri,Sarawak",9/11/2020,1/1/2021,31/12/2021,,Runcit
4796,QA0144/2021,22075,WONG JEE ING,SIBU MEDICAL CENTRE CORPORATION SDN BHD,"52A-G,Brooke Drive,96000,Sibu,Sibu,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4797,QA0145/2021,22076,DIANA TING,FARMASI KFK HOSPITAL SIBU [FARMASI KFK],"Blok A, Klinik Pakar Hospital Sibu, Batu 5 1/2,Jalan Ulu Oya,96000,Sibu,Sibu,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4798,QA0146/2021,22077,EILEEN LAU RUEY LEE,NEWDAY PHARMACY,"Ground Floor, Sublot 5, Survey Lot 19544, Block 2, Saradise Kuching,Jalan Stutong,93350,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4799,QA0147/2021,22078,KONG SAN CHEE,UNICARE PHARMACY (CSH),"No. 18, G/F,Lorong Chew Siik Hiong 1,96000,Sibu,Sibu,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4800,QA0148/2021,22079,SUSIE LIEW YEW TING,TRUEPEACE SDN BHD [COLUMBIA ASIA HOSPITAL],"Lot 1035-1039,Jalan Bulan Sabit,98000,Miri,Miri,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4801,QA0149/2021,22080,KIING AI SIONG,ALPRO ALLIANCE (SARAWAK) SDN BHD [FARMASI ALPRO],"Sublot 11, Ground Floor, Premier 101 Commercial Centre,Jalan Tun Jugah,93350,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4802,QA0150/2021,22081,NGU KWONG HAR,ALPRO ALLIANCE (SARAWAK) SDN BHD [FARMASI ALPRO],"Lot 1327, Ground Floor, Block 11,Muara Tebas Land District,93350,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4803,QA0151/2021,22082,CHUA SHERWIN,ALPRO ALLIANCE (SARAWAK) SDN BHD [FARMASI ALPRO],"No. 298, Lorong 1A, Lee Ling Commercial Centre,Jalan Matang,93050,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4804,QA0152/2021,22083,MARLENE LIM HUI NEE,ML FARMASI MAJU SDN BHD [ML MAJU PHARMACY],"Lot 2409, Ground Floor,Boulevard Commercial Centre,98000,Miri,Miri,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4805,QA0153/2021,22084,WENDY TSAI MING HUI,JOM PHARMACY SDN BHD [JOM PHARMACY],"Parcel No. G39, Ground Floor, Mall 1, CityOne, Lot 5543 Block 16, KCLD,Jalan Song,93350,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4806,QA0154/2021,22085,SIA KAI CHUONG,SING LEE PHARMACY,"No. 857,Tabuan Jaya Commercial Centre,93350,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4807,QA0155/2021,22086,TANG SHI YIN,ALPRO ALLIANCE (SARAWAK) SDN BHD [FARMASI ALPRO],"Sublot 11, Ground Floor, Premier 101 Commercial Centre,Jalan Tun Jugah,93350,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4808,QA0156/2021,22087,LOI MING HUA,BORNEO SPECIALIST HOSPITAL (MIRI) SDN BHD [BORNEO MEDICAL CENTRE MIRI],"Lot 1959, Block 10, MCLD, Off Jalan Miri-Bintulu,Jalan Cahaya,98000,Miri,Miri,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4809,QA0157/2021,22088,TENG TIAN CIN,POKIONG PHARMACY SDN BHD,"No. 32,Jalan Kapitan Chua Leong Kee,96800,Kapit,Kapit,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4810,QA0158/2021,22089,TAN KOK HUA,IPHARM PHARMACY SDN BHD,"Ground Floor, No. 10,Pekan Song,96850,Song,Kapit,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4811,QA0159/2021,22090,SAMUEL TAI CHU YUK,FARMASI PAKAN,"Sublot 2, Lot 197, Block 19,Pakan,96510,Pakan,Sarikei,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4812,QA0160/2021,22091,TIONG HUI PING,DAILY PHARMACY,"No. 28, Ground Floor, Lorong Salim 17,Jalan Salim,96000,Sibu,Sibu,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4813,QA0161/2021,22092,RACHEL ONG SIAO WEN,UNICHEM PHARMACY SDN BHD,"Ground Floor, Lot 213, Sect. 51,Ban Hock Road,93100,Kuching,Kuching,Sarawak",10/11/2020,1/1/2021,31/12/2021,,Runcit
4814,QA0162/2021,22093,JACQUELINE ONG FEI FEI,JOM PHARMACY SDN BHD [JOM PHARMACY],"Arcade Shop S17, Lot 9808, Sec. 65, KTLD, Emart Commercial Centre, 4th Mile,Jalan Matang,93050,Kuching,Kuching,Sarawak",11/11/2020,1/1/2021,31/12/2021,,Runcit
4815,QA0163/2021,22094,LING LEH TECK,L.T. LING PHARMACY SDN BHD,"61, Medan Sepadu,Jalan Abang Galau,97000,Bintulu,Bintulu,Sarawak",12/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4816,QA0164/2021,22095,LAU HIE HIE,COSTMED PHARMACY SDN BHD,"No 70A,Market Road,96000,Sibu,Sibu,Sarawak",12/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4817,QA0165/2021,22096,EUNICE CHAI QIAN QIAN,JOM PHARMACY SDN BHD [JOM PHARMACY],"Parcel Lot 138, Ground Floor, Kuching Sentral, 6 1/2 Mile,Jalan Penrissen,93250,Kuching,Kuching,Sarawak",12/11/2020,1/1/2021,31/12/2021,,Runcit
4818,QA0166/2021,22097,WONG KHOON SENG,MEDICHEM PHARMACY,"No. 5,China Street,98000,Miri,Miri,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4819,QA0167/2021,22102,LAU HUI JEN,YUN PHARMACY SDN BHD,"61, Ground Floor,Jalan Dr. Wong Soon Kai,96000,Sibu,Sibu,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4820,QA0168/2021,22103,WONG CHING CHING,HEALTHCARE PHARMACY,"Ground Floor, No 162,Taman Hui Sing,93350,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4821,QA0169/2021,22104,LAI WEI YIN,ONE CHOICE PHARMACY SDN BHD,"Ground Floor, Lot 90, Block 12, MTLD,Tabuan Tranquility Phase 3,93350,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4822,QA0170/2021,22105,LIM SU EE,NEWDAY PHARMACY,"Ground Floor, Sublot 5, Survey Lot 19544, Block 2, Saradise Kuching,Jalan Stutong,93350,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4823,QA0171/2021,22106,JOHN TING MENG HONG,SEJINGKAT PHARMACY,"Ground Floor, Lot 1573, Block 7, Muara Tebas Land District,Sejingkat Industrial Park,93050,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,14/06/2021,Runcit
4824,QA0172/2021,22107,JOHN CHEN,CHEN PHARMACY,"No. 47, Lot 52, 7th Mile Bazaar,Penrissen Road,93250,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4825,QA0173/2021,22108,TIE SIN HUONG,FARMASI LAWAS,"Lot 576, Tingkat Bawah,Jalan Datuk Pengiran Hj. Matussin,98850,Lawas,Lawas,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4826,QA0174/2021,22109,WANG CHEE HOWE,O'CARE PHARMACY,"No 86, Medan Sepadu,Jalan Abang Galau,97007,Bintulu,Bintulu,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4827,QA0175/2021,22110,TEO HANG LING,GRACE PHARMACY,"Lot 2268, Block 233, Kuching North, 7th Mile,Kota Sentosa,93250,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4828,QA0176/2021,22111,JOYCELYN SIONG TZE LIN,JOM PHARMACY SDN BHD [JOM PHARMACY],"Sublot 50, Lot 6422, Blk 225, KNLD, Emart Batu Kawa, 4th Mile,Jalan Batu Kawa,93250,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4829,QA0177/2021,22112,EVELYN LOI MING LING,WIRA PHARMACY,"107Cc,Batu Kawah New Township,93250,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,,Runcit
4830,QA0178/2021,22113,HUI LAI FONG,PRIORITY CARE SDN BHD,"Lot 122, 1st Floor, Section 63, KTLD,Jalan Datuk Abg. Abdul Rahim 5,93450,Kuching,Kuching,Sarawak",13/11/2020,1/1/2021,31/12/2021,14/06/2021,Borong
4831,QA0179/2021,22117,NGU MENG TZE,BESCARE PHARMACY SDN BHD,"Lot 8497, Block 11, Seduan Land District,Lorong Tun Ahmad Zaidi Adruce 39,96000,Sibu,Sibu,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Runcit
4832,QA0180/2021,22118,ANNIE BONG SIAW WEI,CAHAYA INDAH PHARMA SDN BHD [MATANG JAYA PHARMACY],"Lot 12G, Block M, Lot 6344, Section 65, KTLD, Synergy Square,Jalan Matang,93050,Kuching,Kuching,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4833,QA0181/2021,22119,MELLISA LIM CHIN HSIA,ALPRO ALLIANCE (SARAWAK) SDN BHD [FARMASI ALPRO],"Lot 311-G,Jalan Satok,93400,Kuching,Kuching,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Runcit
4834,QA0182/2021,22120,DING TIEW FONG,WATSON'S PERSONAL CARE STORES SDN BHD [WATSON],"Boulevard Mall Kuching (M268-Bks) Lot G-B-6 & G-B-7A, Ground Floor,Boulevard Mall,93250,Kuching,Kuching,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Runcit
4835,QA0183/2021,22121,WONG LING FENG,LOGARITMA TEGUH SDN BHD,"2nd Floor, No. 859,Tabuan Jaya Commercial Centre,93350,Kuching,Kuching,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Borong
4836,QA0184/2021,22122,AGNES TAN CHIA WEN,CAHAYA INDAH PHARMA SDN BHD [MATANG JAYA PHARMACY],"Lot 12G, Block M, Lot 6344, Section 65, KTLD, Synergy Square,Jalan Matang,93050,Kuching,Kuching,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Runcit
4837,QA0185/2021,22123,DICKINSON ANAK ACHI,MEDIEARTH BUMI MEDICAL SUPPLIES SDN BHD [TRUE LABEL PHARMACY],"Lot 8530, Ground Floor,Jalan Luak Bay,98000,Miri,Miri,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4838,QA0186/2021,22124,VIVIEN LIAW WE LIEN,MEGA PHARMACY,"Lot 633, Tingkat Bawah, Lawas Town District,Jalan Datuk Haji Awang Daud bin Awang Matussin,98850,Lawas,Lawas,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Runcit
4839,QA0187/2021,22125,JORDAN KUA SIONG CHAO,LIGHTSVIEW PHARMACY SDN BHD [LIGHTSVIEW PHARMACY],"Ground Floor, S/L 5, Lot 4250, 4252 & 4254, Blok 18,Jalan Demak SLD,93050,Kuching,Kuching,Sarawak",18/11/2020,1/1/2021,31/12/2021,,Runcit
4840,QA0188/2021,22126,CHEW SUAT KOON,GUARDIAN HEALTH AND BEAUTY SDN BHD,"LG 001, 002 & 004, Lower Ground, Vivacity Megamall,Jalan Wan Alwi,93350,Kuching,Kuching,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4841,QA0189/2021,22127,TING PIK LING,JOM PHARMACY (SERIAN) SDN BHD [JOM PHARMACY],"Ground Floor, Lot No. 4, Sublot 113, Serian Piazza,Jalan Datuk Michael Ben,94700,Serian,Serian,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4842,QA0190/2021,22128,WONG SIEW WEN,RELIANCE PHARMACY,"No. 11,Jalan Masjid Lama (Back Portion),96100,Sarikei,Sarikei,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4843,QA0191/2021,26532,WONG YUN RU,JOM PHARMACY SDN BHD [JOM PHARMACY],"Arcade Shop S17, Lot 9808, Sec. 65, KTLD, Emart Commercial Centre, 4th Mile,Jalan Matang,93050,Kuching,Kuching,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4844,QA0192/2021,26533,JESSICA ANAK DUBLIN,JOM PHARMACY SDN BHD [JOM PHARMACY],"Arcade Shop S17, Lot 9808, Sec. 65, KTLD, Emart Commercial Centre, 4th Mile,Jalan Matang,93050,Kuching,Kuching,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4845,QA0193/2021,26534,ALEX CHIN YANG CHUNG,TING PHARMACY SDN BHD [TING PHARMACY],"No. 12,Serian Bazaar,94700,Serian,Serian,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4846,QA0194/2021,26535,TIONG JIN WEE,SG PLAN PHARMACY SDN BHD,"Ground Floor & 1st Floor, Lot 583, Sublot 482, Block 20, Kemena Land District,Sungai Plan Kidurong,97000,Bintulu,Bintulu,Sarawak",19/11/2020,1/1/2021,31/12/2021,,Runcit
4847,QA0195/2021,26537,LAU HUI YUN,JEN PHARMACY SDN BHD [JEN PHARMACY],"27, Ground Floor,Taman Damai,96000,Sibu,Sibu,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4848,QA0196/2021,26538,JAYNE SIEK WEN LIN,PMG PHARMACY (BETONG) SDN BHD [PMG PHARMACY],"Lot 386, BTD 03,Betong Bazaar,95700,Betong,Betong,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4849,QA0197/2021,26541,YII KAI HEE,TRUE LABEL PHARMACY SDN BHD,"Lot 2310, Ground & 1st Floor , Bulatan Commercial Centre,Jalan Datuk Muip,98000,Miri,Miri,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4850,QA0198/2021,26542,NGU MEE SIA,JOM PHARMACY SDN BHD [JOM PHARMACY],"Shop 72 of Ground Floor, Emart One Stop Shopping Mall, Lot 6369, Block 225, KNLD, Batu Kawa,4th Mile,93250,Kuching,Kuching,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4851,QA0199/2021,26543,BETTY KONG CHING HUNG,GUARDIAN HEALTH AND BEAUTY SDN BHD,"UGF 1.3, 1.4 & 1.5,Upper Ground Floor Boulevard Shopping Mall,98000,Miri,Miri,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4852,QA0200/2021,26544,CLARE LEE YUEN ZEN,JOM PHARMACY SDN BHD [JOM PHARMACY],"Ground Floor, No. 180, Lot 1946, Block 233, KNLD, 7th Mile Bazaar,Cinmuk Commercial Centre,93250,Kuching,Kuching,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4853,QA0201/2021,26545,TAN MUI HOON,JOM PHARMACY SDN BHD [JOM PHARMACY],"GF, Commercial Lot 2-Lot A, Aeroville Mall Kuching, Lot 19923, Block 11, MTLD,Jalan Stutong Baru,93350,Kuching,Kuching,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4854,QA0202/2021,26546,CHIN YEW MUI,AMCAL PHARMACY SDN BHD,"Lot 3031, Ground Floor, Morsjaya Commercial Centre,Miri-Bintulu Road,98000,Miri,Miri,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4855,QA0203/2021,26547,SU LANG KIONG,MORINE PHARMACY,"Lot 753, Ground Floor,Jalan Merpati,98000,Miri,Miri,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4856,QA0204/2021,26548,JONG YI WEN,FARMASI ZHUNION (MIRI) SDN BHD [ZHUNION PHARMACY],"The Imperial Mall & Court, Lot 827, Blk. 9, MCLD,Jalan Merpati,98000,Miri,Miri,Sarawak",20/11/2020,1/1/2021,31/12/2021,,Runcit
4857,QA0205/2021,26549,TING SU HUI,TING PHARMACY,"No. 31, Ground Floor,Jalan Lintang,96400,Mukah,Mukah,Sarawak",22/11/2020,1/1/2021,31/12/2021,,Runcit
4858,QA0206/2021,26550,YONG SIAW CHIEN,TRUE LABEL PHARMACY SDN BHD,"Lot 2310, Ground & 1st Floor , Bulatan Commercial Centre,Jalan Datuk Muip,98000,Miri,Miri,Sarawak",22/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4859,QA0207/2021,26551,KONG JOON NYUK,I-CARE PHARMACY [SEMARIANG PHARMACY],"Ground Floor, Sublot 18, Lot 5587, Jalan Sultan Tengah, Area S3B, PH 4,Bandar Baru Semariang,93050,Kuching,Kuching,Sarawak",22/11/2020,1/1/2021,31/12/2021,,Runcit
4860,QA0208/2021,26552,HII UNG CHIN,KM UNIPHARMA SDN BHD [UNICARE PHARMACY],"No. 8 & 10, G/F, Lrg Wawasan 9A,Jalan Wawasan,96000,Sibu,Sibu,Sarawak",22/11/2020,1/1/2021,31/12/2021,8/6/2021,Runcit
4861,QA0209/2021,26553,LING KAH NIE,EVERWIN PHARMACY SDN BHD [LING PHARMACY],"No. 59,Channel Road,96000,Sibu,Sibu,Sarawak",22/11/2020,1/1/2021,31/12/2021,,Runcit
4862,QA0210/2021,26554,WONG LIM PING,TRUE LABEL PHARMACY SDN BHD,"Lot 7171, Pusat Bandar Permyjaya Phase 2,Bandar Baru Permyjaya,98000,Miri,Miri,Sarawak",22/11/2020,1/1/2021,31/12/2021,,Runcit
4863,QA0211/2021,26555,JACLYN LOW SIAW SHYAN,TRUE LABEL PHARMACY SDN BHD,"Lot 7171, Pusat Bandar Permyjaya Phase 2,Bandar Baru Permyjaya,98000,Miri,Miri,Sarawak",22/11/2020,1/1/2021,31/12/2021,,Runcit
4864,QA0212/2021,26556,LAU LEE KEE,PMG PHARMACY (BINTANGOR) SDN BHD [PMG PHARMACY],"No. 3,Jalan Kelupu,96500,Bintangor,Sarikei,Sarawak",24/11/2020,1/1/2021,31/12/2021,,Runcit
4865,QA0213/2021,26557,TING CHIONG ANN,PRONATURE PHARMACY (KUCHING) SDN BHD,"Ground Floor, Unit No. G-8, Parcel No. 11429-1-8, Precinct 88,Jalan Song,93350,Kuching,Kuching,Sarawak",24/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4866,QA0214/2021,26558,PARVEEN KAUR GILL,KOSMEC SDN BHD,"GF, Sublot No. 33 of Parent Lot 877, Samarahan Land District and Lot 2303 & 2306, Both of Block 26,Muara Tuang Land District,94300,Kota Samarahan,Samarahan,Sarawak",24/11/2020,1/1/2021,31/12/2021,26/04/2021,Runcit
4867,QA0215/2021,26559,MICHELLE NGU HUA CHIEN,GUARDIAN HEALTH AND BEAUTY SDN BHD,"G21-G24, Ground Floor, Bintang Plaza Shopping Complex,Jalan Miri-Pujut,98000,Miri,Miri,Sarawak",24/11/2020,1/1/2021,31/12/2021,18/03/2021,Runcit
4868,QA0216/2021,26560,NUR DIYANA BINTI MOHD SAFRI,SARAWAK MEDICAL CENTRE SDN BHD [NORMAH MEDICAL SPECIALIST CENTRE],"Lot 937, Section 30, KTLD, Petra Jaya,Jalan Tun Datuk Patinggi Haji Abdul Rahman Yakub,93050,Kuching,Kuching,Sarawak",24/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4869,QA0217/2021,26561,SHIRLEY LIM SEK LI,ALPRO ALLIANCE (SARAWAK) SDN BHD [FARMASI ALPRO],"Lot 2589, Ground Floor, Block 10, KCLD, 3rd Miles, Central Park Commercial Centre,Rock Road,93200,Kuching,Kuching,Sarawak",24/11/2020,1/1/2021,31/12/2021,,Runcit
4870,QA0218/2021,26562,WEE CHEE YANG,WEE CARE PHARMACY,"Ground Floor, Sublot 10, Survey Lot 5506, Kuching City Mall Phase 5, 4 1/2 Mile,Jalan Penrissen,93250,Kuching,Kuching,Sarawak",24/11/2020,1/1/2021,31/12/2021,,Runcit
4871,QA0219/2021,26563,BILBERRY TAN,PMG PHARMACY (BOULEVARD) SDN BHD [PMG PHARMACY],"Lot 2372 & 2373, Ground Floor, Boulevard Commercial Centre,Jalan Pujut Lutong,98000,Miri,Miri,Sarawak",24/11/2020,1/1/2021,31/12/2021,,Runcit
4872,QA0220/2021,26564,PHANG SZE YING,MEDTOWN PHARMACY (SATOK) SDN BHD,"Ground Floor, Lot 470, Section 10,Jalan Nanas,93400,Kuching,Kuching,Sarawak",26/11/2020,1/1/2021,31/12/2021,,Runcit
4873,QA0221/2021,26565,WONG VOOG SIN,SIBURAN PHARMACY,"4, Siburan Bazaar, 17th Mile,Kuching/Serian Road,94200,Kuching,Kuching,Sarawak",26/11/2020,1/1/2021,31/12/2021,,Runcit
4874,QA0222/2021,26566,WONG KUI SIN,PADAWAN PHARMACY,"No. 38A, Lot 133,10th Mile Bazaar,93250,Kuching,Kuching,Sarawak",26/11/2020,1/1/2021,31/12/2021,,Runcit
4875,QA0223/2021,26567,JOSEPH CHEN,CHEN PHARMACY,"No. 95,Serian Bazaar,94700,Serian,Serian,Sarawak",26/11/2020,1/1/2021,31/12/2021,,Runcit
4876,QA0224/2021,26568,JASON VOON CHYN YIE,SARAWAK MEDICAL CENTRE SDN BHD [NORMAH MEDICAL SPECIALIST CENTRE],"Lot 937, Section 30, KTLD, Petra Jaya,Jalan Tun Datuk Patinggi Haji Abdul Rahman Yakub,93050,Kuching,Kuching,Sarawak",26/11/2020,1/1/2021,31/12/2021,,Borong & Runcit
4877,QA0225/2021,26569,CHUO CHUNG YEE,FARMASI BORNEOCARE SDN BHD [TRUE LABEL PHARMACY],"D-G-02, Miri Times Square,Marina Parkcity,98000,Miri,Miri,Sarawak",26/11/2020,1/1/2021,31/12/2021,,Runcit
